 0           0           0
           1          -6           0
           2          -6           8
           3          -6           0
           4         -15           0
           5         -12           0
           6         -13           0
           7         -10           0
           8         -10           6
           9         -15           6
          10         -15           6
          11         -15          -1
          12          -9          -1
          13          -9           7
          14          -9           3
          15           0           3
          16           3           3
          17           3          -1
          18           0          -1
          19           0           2
          20           0           2
          21          -9           2
          22          -9           2
          23          -1           2
          24          -1          10
          25         -10          10
          26         -10          14
          27         -10          13
          28         -10          11
          29         -10          12
          30         -19          12
          31         -16          12
          32         -16          10
          33         -16          11
          34         -16          17
          35         -25          17
          36         -25           9
          37         -25          12
          38         -25          13
          39         -25          10
          40         -25           2
          41         -32           2
          42         -32           2
          43         -26           2
          44         -26           7
          45         -26          13
          46         -26           7
          47         -26           7
          48         -26           8
          49         -25           8
          50         -28           8
          51         -37           8
          52         -30           8
          53         -30           0
          54         -30           1
          55         -30           1
          56         -30           7
          57         -30           5
          58         -30           9
          59         -30          18
          60         -30          20
          61         -34          20
          62         -36          20
          63         -36          20
          64         -37          20
          65         -43          20
          66         -43          21
          67         -38          21
          68         -38          21
          69         -38          13
          70         -38          13
          71         -38           8
          72         -38          -1
          73         -38          -7
          74         -32          -7
          75         -24          -7
          76         -24         -11
          77         -24         -11
          78         -18         -11
          79         -17         -11
          80         -17          -8
          81         -24          -8
          82         -21          -8
          83         -30          -8
          84         -30          -2
          85         -30          -6
          86         -36          -6
          87         -29          -6
          88         -21          -6
          89         -29          -6
          90         -27          -6
          91         -24          -6
          92         -22          -6
          93         -22          -7
          94         -22           1
          95         -25           1
          96         -25           5
          97         -25           3
          98         -25          10
          99         -25           4
         100         -25          -2
         101         -25          -2
         102         -24          -2
         103         -19          -2
         104         -19         -10
         105         -19         -10
         106         -19          -6
         107         -19          -9
         108         -19          -9
         109         -28          -9
         110         -28         -18
         111         -28         -12
         112         -27         -12
         113         -27         -12
         114         -27         -12
         115         -27         -15
         116         -27         -15
         117         -27          -6
         118         -27          -6
         119         -27         -15
         120         -21         -15
         121         -21         -12
         122         -22         -12
         123         -22         -13
         124         -20         -13
         125         -20         -13
         126         -20          -6
         127         -17          -6
         128         -17          -2
         129         -14          -2
         130          -9          -2
         131         -14          -2
         132         -21          -2
         133         -30          -2
         134         -32          -2
         135         -27          -2
         136         -25          -2
         137         -22          -2
         138         -22           6
         139         -22          -2
         140         -18          -2
         141         -18           2
         142         -18           2
         143         -19           2
         144         -11           2
         145         -11          -6
         146         -11          -7
         147         -13          -7
         148         -13           1
         149         -13           1
         150         -10           1
         151         -10          -1
         152         -18          -1
         153         -18          -4
         154         -18           4
         155         -18          -5
         156         -18         -13
         157         -13         -13
         158         -20         -13
         159         -20          -5
         160         -20          -3
         161         -20          -3
         162         -20          -7
         163         -20         -11
         164         -20         -11
         165         -20         -14
         166         -20         -22
         167         -20         -27
         168         -20         -27
         169         -21         -27
         170         -16         -27
         171         -25         -27
         172         -25         -28
         173         -25         -21
         174         -25         -22
         175         -25         -28
         176         -16         -28
         177         -20         -28
         178         -23         -28
         179         -16         -28
         180         -11         -28
         181         -11         -22
         182         -11         -16
         183         -11         -21
         184         -11         -14
         185         -11         -11
         186         -11          -6
         187         -11           3
         188         -11          -2
         189          -7          -2
         190          -6          -2
         191          -6           5
         192          -6           5
         193          -5           5
         194           1           5
         195           8           5
         196           8           5
         197           8           7
         198          16           7
         199          16          15
         200          16          16
         201          16          16
         202          16          17
         203          16          15
         204          16          21
         205          13          21
         206          13          15
         207          20          15
         208          19          15
         209          12          15
         210          21          15
         211          21           8
         212          21          12
         213          18          12
         214          27          12
         215          27          12
         216          33          12
         217          33          13
         218          42          13
         219          33          13
         220          33          13
         221          33           7
         222          40           7
         223          44           7
         224          44          -1
         225          40          -1
         226          40           4
         227          40          -5
         228          48          -5
         229          46          -5
         230          46          -4
         231          46          -3
         232          46          -9
         233          46         -10
         234          49         -10
         235          49          -6
         236          49          -8
         237          49          -8
         238          58          -8
         239          49          -8
         240          48          -8
         241          48         -17
         242          48         -12
         243          47         -12
         244          47          -5
         245          49          -5
         246          50          -5
         247          44          -5
         248          44           2
         249          44           8
         250          50           8
         251          51           8
         252          51           5
         253          50           5
         254          50          -3
         255          50           3
         256          59           3
         257          68           3
         258          68           1
         259          65           1
         260          65           1
         261          65          -4
         262          65          -2
         263          65           3
         264          65           3
         265          65          -4
         266          65          -8
         267          65          -8
         268          65          -5
         269          57          -5
         270          55          -5
         271          54          -5
         272          59          -5
         273          59          -5
         274          50          -5
         275          50         -13
         276          50          -8
         277          50          -4
         278          57          -4
         279          54          -4
         280          51          -4
         281          45          -4
         282          45          -4
         283          45          -4
         284          45          -1
         285          47          -1
         286          47           6
         287          47           9
         288          39           9
         289          39          18
         290          46          18
         291          46          16
         292          43          16
         293          43          10
         294          51          10
         295          44          10
         296          44          17
         297          36          17
         298          41          17
         299          36          17
         300          36          12
         301          29          12
         302          29          15
         303          27          15
         304          27           9
         305          31           9
         306          39           9
         307          42           9
         308          49           9
         309          52           9
         310          61           9
         311          61           6
         312          61           6
         313          52           6
         314          52          -2
         315          52           4
         316          52          10
         317          52           3
         318          52          -1
         319          52           7
         320          46           7
         321          46          10
         322          42          10
         323          42          19
         324          42          19
         325          42          14
         326          42          14
         327          33          14
         328          33          13
         329          33          19
         330          33          19
         331          34          19
         332          34          16
         333          34          16
         334          34          25
         335          34          32
         336          34          34
         337          31          34
         338          25          34
         339          32          34
         340          23          34
         341          23          25
         342          23          22
         343          23          21
         344          23          16
         345          30          16
         346          39          16
         347          43          16
         348          43           9
         349          38           9
         350          38          12
         351          29          12
         352          29          17
         353          29          23
         354          25          23
         355          25          18
         356          26          18
         357          26          27
         358          26          27
         359          23          27
         360          30          27
         361          30          30
         362          33          30
         363          33          37
         364          30          37
         365          38          37
         366          38          34
         367          38          39
         368          42          39
         369          42          36
         370          51          36
         371          42          36
         372          49          36
         373          49          29
         374          50          29
         375          50          30
         376          50          29
         377          50          25
         378          50          33
         379          50          24
         380          42          24
         381          35          24
         382          35          30
         383          35          29
         384          26          29
         385          35          29
         386          35          30
         387          35          30
         388          35          32
         389          42          32
         390          42          37
         391          37          37
         392          46          37
         393          52          37
         394          44          37
         395          44          28
         396          48          28
         397          40          28
         398          40          29
         399          35          29
         400          35          35
         401          35          31
         402          26          31
         403          26          24
         404          26          23
         405          29          23
         406          29          30
         407          22          30
         408          18          30
         409          17          30
         410          17          37
         411          17          39
         412          17          30
         413          17          39
         414          13          39
         415          13          37
         416          13          37
         417          13          38
         418          13          46
         419          13          54
         420           7          54
         421           4          54
         422           4          54
         423           1          54
         424           1          62
         425           1          71
         426          -2          71
         427          -2          75
         428           1          75
         429          10          75
         430          10          67
         431          12          67
         432          12          76
         433           6          76
         434           6          72
         435           6          80
         436           6          80
         437           4          80
         438          12          80
         439          12          89
         440          12          95
         441          12          95
         442          12          95
         443           8          95
         444          12          95
         445          11          95
         446          11         103
         447          11         109
         448          11         109
         449          11         115
         450          11         120
         451          11         120
         452          11         115
         453          11         115
         454          13         115
         455          19         115
         456          19         112
         457          24         112
         458          17         112
         459          12         112
         460          12         118
         461           8         118
         462           8         118
         463          13         118
         464          21         118
         465          19         118
         466          19         113
         467          19         113
         468          19         121
         469          19         114
         470          22         114
         471          22         121
         472          22         114
         473          25         114
         474          25         106
         475          25         110
         476          25         106
         477          25         102
         478          25          93
         479          28          93
         480          28          98
         481          36          98
         482          40          98
         483          42          98
         484          50          98
         485          50          91
         486          57          91
         487          57          90
         488          55          90
         489          55          90
         490          56          90
         491          56          90
         492          56          88
         493          65          88
         494          65          93
         495          65          91
         496          65          88
         497          63          88
         498          63          82
         499          63          78
         500          68          78
         501          68          70
         502          69          70
         503          69          73
         504          69          64
         505          69          69
         506          69          69
         507          69          63
         508          69          63
         509          65          63
         510          64          63
         511          60          63
         512          55          63
         513          57          63
         514          60          63
         515          57          63
         516          54          63
         517          54          63
         518          54          72
         519          54          75
         520          56          75
         521          49          75
         522          55          75
         523          55          83
         524          55          88
         525          55          97
         526          55          94
         527          46          94
         528          46          94
         529          46         100
         530          53         100
         531          53         100
         532          53         100
         533          60         100
         534          60         100
         535          53         100
         536          51         100
         537          51          94
         538          42          94
         539          42          89
         540          42          95
         541          48          95
         542          45          95
         543          44          95
         544          44          94
         545          35          94
         546          29          94
         547          29         100
         548          29          98
         549          32          98
         550          36          98
         551          35          98
         552          35          99
         553          35          99
         554          36          99
         555          36         101
         556          38         101
         557          38          92
         558          38          93
         559          38          93
         560          30          93
         561          25          93
         562          28          93
         563          28          95
         564          28          92
         565          28          85
         566          28          92
         567          28          94
         568          33          94
         569          31          94
         570          29          94
         571          29          94
         572          29          94
         573          34          94
         574          34          89
         575          43          89
         576          43          83
         577          43          75
         578          43          66
         579          43          62
         580          50          62
         581          53          62
         582          44          62
         583          38          62
         584          38          67
         585          38          72
         586          38          68
         587          37          68
         588          37          75
         589          37          76
         590          33          76
         591          33          81
         592          33          87
         593          37          87
         594          43          87
         595          52          87
         596          52          78
         597          52          84
         598          52          81
         599          43          81
         600          43          79
         601          50          79
         602          59          79
         603          53          79
         604          53          76
         605          53          69
         606          53          61
         607          53          70
         608          46          70
         609          37          70
         610          37          63
         611          36          63
         612          38          63
         613          38          67
         614          38          65
         615          38          58
         616          45          58
         617          45          54
         618          47          54
         619          52          54
         620          57          54
         621          57          58
         622          57          53
         623          58          53
         624          57          53
         625          57          50
         626          57          50
         627          53          50
         628          54          50
         629          58          50
         630          58          53
         631          58          51
         632          67          51
         633          71          51
         634          70          51
         635          70          53
         636          63          53
         637          57          53
         638          64          53
         639          64          55
         640          66          55
         641          58          55
         642          58          48
         643          58          53
         644          58          45
         645          67          45
         646          67          46
         647          67          46
         648          60          46
